county_fips,prop_tax_2017_M,mw_year,mw_latest,n_dc_latest,mw_peak,dc_tax_M_low,dc_share_low,dc_tax_M_mid,dc_share_mid,dc_tax_M_high,dc_share_high,state,name,pt_structure_state,dc_tax_M_low_adjusted,dc_share_low_adjusted,dc_tax_M_mid_adjusted,dc_share_mid_adjusted,dc_tax_M_high_adjusted,dc_share_high_adjusted
47113,80.047,2025.0,20.05,2,20.05,0.6015,0.7514335327994804,1.0025,1.2523892213324672,2.005,2.5047784426649344,TN,Madison County,standard,0.6015,0.7514335327994804,1.0025,1.2523892213324672,2.005,2.5047784426649344
51061,138.006,2025.0,33.689,4,33.689,1.01067,0.7323377244467631,1.68445,1.2205628740779386,3.3689,2.4411257481558772,VA,Fauquier County,VA-consolidated,1.01067,0.7323377244467631,1.68445,1.2205628740779386,3.3689,2.4411257481558772
13121,2070.306,2025.0,502.8330698,49,502.8330698,15.084992094,0.7286358680311026,25.14165349,1.214393113385171,50.28330698,2.428786226770342,GA,Fulton County,GA-IDA-leasehold,3.0169984188,0.14572717360622053,5.028330698,0.24287862267703422,10.056661396,0.48575724535406845
13157,77.773,2025.0,18.0,1,18.0,0.54,0.694328365885333,0.9,1.1572139431422217,1.8,2.3144278862844434,GA,Jackson County,GA-IDA-leasehold,0.10800000000000001,0.1388656731770666,0.18000000000000002,0.23144278862844436,0.36000000000000004,0.4628855772568887
13285,62.28,2025.0,14.0,1,14.0,0.42,0.674373795761079,0.7,1.1239563262684649,1.4,2.2479126525369297,GA,Troup County,GA-IDA-leasehold,0.084,0.1348747591522158,0.13999999999999999,0.22479126525369297,0.27999999999999997,0.44958253050738595
16001,501.474,2025.0,105.458,10,105.508,3.16374,0.6308881417580972,5.2729,1.0514802362634952,10.5458,2.1029604725269904,ID,Ada County,standard,3.16374,0.6308881417580972,5.2729,1.0514802362634952,10.5458,2.1029604725269904
32003,1861.876,2025.0,389.479528,30,389.479528,11.68438584,0.6275598289037508,19.4739764,1.045933048172918,38.9479528,2.091866096345836,NV,Clark County,NV-Switch-deals,5.84219292,0.3137799144518754,9.7369882,0.522966524086459,19.4739764,1.045933048172918
49035,1327.151,2025.0,269.8968,24,269.8968,8.096904,0.6100966657147529,13.49484,1.0168277761912548,26.98968,2.0336555523825095,UT,Salt Lake County,standard,8.096904,0.6100966657147529,13.49484,1.0168277761912548,26.98968,2.0336555523825095
45091,359.366,2025.0,72.9,3,72.9,2.187,0.6085717624928346,3.645000000000001,1.0142862708213911,7.290000000000001,2.0285725416427822,SC,York County,SC-FILOT,1.0935,0.3042858812464173,1.8225000000000005,0.5071431354106957,3.6450000000000005,1.0142862708213911
13021,155.32,2025.0,31.0,1,31.0,0.93,0.5987638423899048,1.55,0.997939737316508,3.1,1.9958794746330155,GA,Bibb County,GA-IDA-leasehold,0.18600000000000003,0.11975276847798096,0.31000000000000005,0.19958794746330163,0.6200000000000001,0.39917589492660327
06085,5046.661,2025.0,1002.016259,101,1002.016259,30.06048777,0.5956510209423617,50.100812950000005,0.992751701570603,100.2016259,1.985503403141206,CA,Santa Clara County,standard,30.06048777,0.5956510209423617,50.100812950000005,0.992751701570603,100.2016259,1.9855034031412055
47093,458.49300000000005,2025.0,89.832,7,89.832,2.69496,0.5877865092814938,4.4916,0.9796441821358232,8.9832,1.9592883642716463,TN,Knox County,standard,2.69496,0.5877865092814938,4.4916,0.9796441821358232,8.9832,1.9592883642716463
16011,31.127,2025.0,6.0,1,6.0,0.18,0.5782760947087737,0.3,0.9637934911812897,0.6,1.927586982362579,ID,Bingham County,standard,0.18,0.5782760947087737,0.3,0.9637934911812895,0.6,1.927586982362579
37045,78.069,2025.0,15.0,1,15.0,0.45,0.5764131729623794,0.75,0.9606886216039656,1.5,1.9213772432079317,NC,Cleveland County,standard,0.45,0.5764131729623794,0.75,0.9606886216039657,1.5,1.9213772432079315
42101,1287.085,2025.0,233.493,20,233.493,7.00479,0.544236783118442,11.67465,0.9070613051974034,23.3493,1.8141226103948067,PA,Philadelphia County,standard,7.00479,0.544236783118442,11.67465,0.9070613051974034,23.3493,1.8141226103948067
35045,83.112,2025.0,15.0,1,15.0,0.45,0.5414380594859949,0.75,0.9023967658099914,1.5,1.8047935316199828,NM,San Juan County,standard,0.45,0.5414380594859949,0.75,0.9023967658099914,1.5,1.8047935316199828
31055,943.864,2025.0,168.35,12,168.35,5.0505,0.5350876821236958,8.4175,0.891812803539493,16.835,1.783625607078986,NE,Douglas County,standard,5.0505,0.5350876821236958,8.4175,0.891812803539493,16.835,1.783625607078986
13015,113.95,2025.0,19.876330000000003,1,19.876330000000003,0.5962899000000002,0.5232908293111015,0.9938165,0.872151382185169,1.987633,1.744302764370338,GA,Bartow County,GA-IDA-leasehold,0.11925798000000004,0.1046581658622203,0.1987633,0.17443027643703377,0.3975266,0.34886055287406753
46127,35.088,2025.0,6.0,1,6.0,0.18,0.5129958960328317,0.3,0.8549931600547196,0.6,1.7099863201094392,SD,Union County,standard,0.18,0.5129958960328317,0.3,0.8549931600547196,0.6,1.7099863201094392
51660,38.717,2025.0,6.17,3,6.67,0.1851,0.4780845623369579,0.3085,0.7968076038949299,0.617,1.5936152077898598,VA,Harrisonburg city,VA-consolidated,0.1851,0.4780845623369579,0.3085,0.7968076038949299,0.617,1.5936152077898598
42085,111.46,2025.0,17.5,1,17.5,0.525,0.4710209940785932,0.875,0.7850349901309888,1.75,1.5700699802619775,PA,Mercer County,standard,0.525,0.47102099407859327,0.875,0.7850349901309888,1.75,1.5700699802619775
48121,1475.897,2025.0,223.48621,9,223.48621,6.7045863,0.4542719647780299,11.1743105,0.7571199412967167,22.348621,1.5142398825934331,TX,Denton County,TX-Chapter-312-abatement,1.676146575,0.11356799119450747,2.793577625,0.18927998532417917,5.58715525,0.37855997064835833
53007,94.663,2025.0,14.0,2,14.0,0.42,0.4436791565870509,0.7,0.7394652609784182,1.4,1.4789305219568365,WA,Chelan County,standard,0.42,0.4436791565870509,0.7,0.7394652609784182,1.4,1.4789305219568365
34017,1518.557,2025.0,209.1118531,35,209.1118531,6.273355593,0.4131129482133367,10.455592654999998,0.6885215803555611,20.911185309999997,1.3770431607111222,NJ,Hudson County,standard,6.273355593,0.4131129482133367,10.455592654999998,0.6885215803555611,20.911185309999997,1.3770431607111222
29510,324.999,2025.0,42.573,10,42.773,1.27719,0.3929827476392235,2.12865,0.6549712460653724,4.2573,1.3099424921307448,MO,St. Louis city,standard,1.27719,0.39298274763922353,2.12865,0.6549712460653724,4.2573,1.3099424921307448
48113,5647.648,2025.0,733.29909,96,733.29909,21.9989727,0.3895245011728776,36.6649545,0.649207501954796,73.329909,1.298415003909592,TX,Dallas County,TX-Chapter-312-abatement,5.499743175,0.0973811252932194,9.166238625,0.162301875488699,18.33247725,0.324603750977398
51059,3144.096,2025.0,402.8024914,47,402.8024914,12.084074742,0.3843417867011694,20.14012457,0.6405696445019491,40.28024914,1.2811392890038982,VA,Fairfax County,VA-consolidated,12.084074742,0.3843417867011694,20.14012457,0.6405696445019491,40.28024914,1.2811392890038982
08035,544.356,2025.0,68.708,10,68.708,2.06124,0.3786566144214448,3.4354,0.6310943573690747,6.8708,1.2621887147381494,CO,Douglas County,standard,2.06124,0.3786566144214448,3.4354,0.6310943573690747,6.8708,1.2621887147381494
36107,80.26599999999999,2025.0,10.0,1,10.0,0.3,0.3737572571200758,0.5,0.622928761866793,1.0,1.245857523733586,NY,Tioga County,standard,0.3,0.3737572571200758,0.5,0.622928761866793,1.0,1.245857523733586
39153,744.531,2025.0,92.3963333,5,92.3963333,2.771889999,0.3723001458636377,4.619816665,0.6205002431060628,9.23963333,1.2410004862121256,OH,Summit County,OH-categorical-no-TPP,0.5543779998,0.07446002917272754,0.9239633330000001,0.12410004862121257,1.8479266660000002,0.24820009724242514
47179,98.0,2025.0,12.0,1,12.0,0.36,0.3673469387755102,0.6,0.6122448979591837,1.2,1.2244897959183674,TN,Washington County,standard,0.36,0.3673469387755102,0.6,0.6122448979591837,1.2,1.2244897959183674
48027,369.1799999999999,2025.0,44.3,2,44.3,1.329,0.3599869982122543,2.215,0.5999783303537571,4.43,1.1999566607075145,TX,Bell County,TX-Chapter-312-abatement,0.33225,0.08999674955306358,0.55375,0.14999458258843928,1.1075,0.29998916517687857
27019,165.98600000000002,2025.0,19.8,4,19.8,0.594,0.3578615063921053,0.99,0.5964358439868422,1.98,1.1928716879736845,MN,Carver County,standard,0.594,0.3578615063921053,0.99,0.5964358439868422,1.98,1.1928716879736845
48029,3226.724,2025.0,372.00076,27,372.00076,11.1600228,0.3458623297189347,18.600038,0.5764372161982246,37.200076,1.1528744323964493,TX,Bexar County,TX-Chapter-312-abatement,2.7900057,0.08646558242973368,4.6500095,0.14410930404955616,9.300019,0.2882186080991123
48381,88.893,2025.0,10.015,2,10.015,0.30045,0.3379906179339205,0.50075,0.5633176965565343,1.0015,1.1266353931130686,TX,Randall County,TX-Chapter-312-abatement,0.0751125,0.08449765448348014,0.1251875,0.14082942413913357,0.250375,0.28165884827826715
45007,160.7,2025.0,18.0,1,18.0,0.54,0.3360298693217175,0.9,0.5600497822028625,1.8,1.120099564405725,SC,Anderson County,SC-FILOT,0.27,0.16801493466085876,0.45,0.28002489110143125,0.9,0.5600497822028625
19127,50.371,2025.0,5.4545455,1,5.4545455,0.1636363649999999,0.3248622520894959,0.272727275,0.5414370868158267,0.5454545500000001,1.0828741736316534,IA,Marshall County,standard,0.1636363649999999,0.32486225208949576,0.272727275,0.5414370868158265,0.5454545500000001,1.0828741736316534
13077,124.509,2025.0,13.33337,1,13.33337,0.4000011,0.3212628002794979,0.6666685,0.5354380004658298,1.333337,1.0708760009316596,GA,Coweta County,GA-IDA-leasehold,0.08000022000000001,0.06425256005589958,0.1333337,0.10708760009316595,0.2666674,0.2141752001863319
45045,573.701,2025.0,60.5631635,5,60.5631635,1.816894905,0.3166971828530889,3.028158175,0.5278286380884817,6.05631635,1.0556572761769634,SC,Greenville County,SC-FILOT,0.9084474525,0.15834859142654448,1.5140790875,0.26391431904424084,3.028158175,0.5278286380884817
38055,20.404,2025.0,2.0,1,2.0,0.06,0.2940599882376005,0.1,0.4900999803960008,0.2,0.9801999607920016,ND,McLean County,standard,0.06,0.2940599882376005,0.1,0.4900999803960008,0.2,0.9801999607920016
17043,2811.644,2025.0,263.1182396,26,263.1182396,7.893547187999999,0.2807449018439034,13.15591198,0.467908169739839,26.31182396,0.935816339479678,IL,DuPage County,standard,7.893547187999999,0.28074490184390344,13.15591198,0.4679081697398391,26.31182396,0.9358163394796782
48085,2509.07,2025.0,220.06329,24,220.06329,6.6018987000000005,0.2631213437648212,11.0031645,0.4385355729413687,22.006329,0.8770711458827374,TX,Collin County,TX-Chapter-312-abatement,1.6504746750000001,0.0657803359412053,2.750791125,0.10963389323534217,5.50158225,0.21926778647068434
13135,1049.458,2025.0,88.73083,10,91.16282,2.6619249,0.253647587611891,4.4365415,0.4227459793531517,8.873083,0.8454919587063034,GA,Gwinnett County,GA-IDA-leasehold,0.53238498,0.05072951752237821,0.8873082999999999,0.08454919587063035,1.7746165999999999,0.1690983917412607
17031,12553.326,2025.0,1052.7793109,80,1052.7793109,31.583379327,0.2515937156973379,52.638965545,0.4193228594955632,105.27793109,0.8386457189911264,IL,Cook County,standard,31.583379327,0.2515937156973379,52.638965545,0.4193228594955632,105.27793109,0.8386457189911264
08005,1048.814,2025.0,85.02499999999999,14,85.02499999999999,2.5507499999999994,0.2432032753185978,4.25125,0.4053387921976632,8.5025,0.8106775843953264,CO,Arapahoe County,standard,2.5507499999999994,0.24320327531859787,4.25125,0.4053387921976632,8.5025,0.8106775843953264
31109,454.456,2025.0,30.9324,4,30.9324,0.927972,0.2041940253841956,1.54662,0.340323375640326,3.09324,0.680646751280652,NE,Lancaster County,standard,0.927972,0.20419402538419562,1.54662,0.340323375640326,3.09324,0.680646751280652
47187,315.21000000000004,2025.0,20.7024,9,20.7024,0.621072,0.1970343580470162,1.03512,0.3283905967450271,2.07024,0.6567811934900541,TN,Williamson County,standard,0.621072,0.19703435804701624,1.03512,0.3283905967450271,2.07024,0.6567811934900541
26081,727.578,2025.0,47.299,4,47.299,1.41897,0.1950265126213272,2.36495,0.325044187702212,4.7299,0.650088375404424,MI,Kent County,standard,1.41897,0.19502651262132722,2.36495,0.325044187702212,4.7299,0.650088375404424
48329,355.327,2025.0,23.0,1,23.0,0.69,0.1941873260405204,1.15,0.3236455434008673,2.3,0.6472910868017346,TX,Midland County,TX-Chapter-312-abatement,0.1725,0.0485468315101301,0.2875,0.08091138585021683,0.575,0.16182277170043366
36029,1521.993,2025.0,95.19595,9,95.19595,2.8558785,0.1876407118823805,4.7597975,0.3127345198039676,9.519595,0.6254690396079352,NY,Erie County,standard,2.8558785,0.18764071188238055,4.7597975,0.3127345198039676,9.519595,0.6254690396079352
18053,54.572,2025.0,3.4,1,3.4,0.102,0.1869090376017005,0.17,0.3115150626695008,0.34,0.6230301253390017,IN,Grant County,standard,0.102,0.1869090376017005,0.17,0.31151506266950085,0.34,0.6230301253390017
34023,2365.212,2025.0,143.5555073,14,143.5555073,4.306665218999999,0.1820836871705368,7.177775365,0.3034728119508948,14.35555073,0.6069456239017897,NJ,Middlesex County,standard,4.306665218999999,0.18208368717053688,7.177775365,0.30347281195089487,14.35555073,0.6069456239017897
51041,419.894,2025.0,25.0,1,25.0,0.75,0.1786165079758224,1.25,0.2976941799597041,2.5,0.5953883599194082,VA,Chesterfield County,VA-consolidated,0.75,0.17861650797582246,1.25,0.2976941799597041,2.5,0.5953883599194082
06067,1680.174,2025.0,99.70696,18,99.70696,2.9912088,0.1780297040663645,4.985348,0.2967161734439409,9.970696,0.5934323468878819,CA,Sacramento County,standard,2.9912088,0.17802970406636456,4.985348,0.29671617344394097,9.970696,0.5934323468878819
48167,850.698,2025.0,50.0,1,50.0,1.5,0.1763257936423972,2.5,0.2938763227373286,5.0,0.5877526454746573,TX,Galveston County,TX-Chapter-312-abatement,0.375,0.0440814484105993,0.625,0.07346908068433217,1.25,0.14693816136866433
37063,429.73300000000006,2025.0,24.8450904,7,24.8450904,0.7453527120000001,0.1734455375779844,1.24225452,0.2890758959633074,2.48450904,0.5781517919266148,NC,Durham County,standard,0.7453527120000001,0.17344553757798448,1.24225452,0.2890758959633074,2.48450904,0.5781517919266148
39077,52.959,2025.0,3.0,1,3.0,0.09,0.1699427859287373,0.15,0.2832379765478955,0.3,0.566475953095791,OH,Huron County,OH-categorical-no-TPP,0.018,0.03398855718574746,0.03,0.05664759530957911,0.06,0.11329519061915821
27141,135.072,2025.0,7.5,1,7.5,0.225,0.1665778251599147,0.375,0.2776297085998578,0.75,0.5552594171997157,MN,Sherburne County,standard,0.225,0.1665778251599147,0.375,0.27762970859985786,0.75,0.5552594171997157
42011,764.35,2025.0,42.296,4,42.296,1.26888,0.1660077189769085,2.1148,0.2766795316281807,4.2296,0.5533590632563615,PA,Berks County,standard,1.26888,0.1660077189769085,2.1148,0.27667953162818076,4.2296,0.5533590632563615
36019,148.002,2025.0,8.0,1,8.0,0.24,0.1621599708112052,0.4,0.2702666180186754,0.8,0.5405332360373508,NY,Clinton County,standard,0.24,0.16215997081120526,0.4,0.2702666180186754,0.8,0.5405332360373508
48439,3762.982,2025.0,200.30173,17,200.30173,6.009051899999999,0.1596885634850233,10.0150865,0.2661476058083722,20.030173,0.5322952116167444,TX,Tarrant County,TX-Chapter-312-abatement,1.5022629749999998,0.039922140871255826,2.503771625,0.06653690145209305,5.00754325,0.1330738029041861
51069,114.911,2025.0,6.09716,1,6.09716,0.1829148,0.1591795389475333,0.304858,0.2652992315792222,0.609716,0.5305984631584444,VA,Frederick County,VA-consolidated,0.1829148,0.1591795389475333,0.304858,0.2652992315792222,0.609716,0.5305984631584444
53033,3693.521,2025.0,195.2881941,42,202.9484741,5.858645823,0.1586195346662439,9.764409705,0.2643658911104066,19.52881941,0.5287317822208132,WA,King County,standard,5.858645823,0.15861953466624393,9.764409705,0.2643658911104066,19.52881941,0.5287317822208132
47157,921.418,2025.0,48.569,11,48.569,1.45707,0.1581334421511192,2.42845,0.2635557369185321,4.8569,0.5271114738370642,TN,Shelby County,standard,1.45707,0.15813344215111927,2.42845,0.2635557369185321,4.8569,0.5271114738370642
39165,294.101,2025.0,15.355999999999998,2,15.355999999999998,0.4606799999999999,0.1566400658277258,0.7677999999999999,0.261066776379543,1.5356,0.5221335527590861,OH,Warren County,OH-categorical-no-TPP,0.092136,0.03132801316554517,0.15356,0.05221335527590862,0.30712000000000006,0.10442671055181725
48039,682.925,2025.0,34.0,2,34.0,1.02,0.1493575429219899,1.7,0.2489292382033166,3.4,0.4978584764066333,TX,Brazoria County,TX-Chapter-312-abatement,0.255,0.03733938573049749,0.425,0.06223230955082916,0.85,0.12446461910165832
42027,190.25,2025.0,9.04,2,9.04,0.2712,0.1425492772667543,0.4519999999999999,0.2375821287779237,0.904,0.4751642575558475,PA,Centre County,standard,0.2712,0.1425492772667543,0.4519999999999999,0.23758212877792373,0.904,0.4751642575558476
42019,237.432,2025.0,10.18,2,10.18,0.3054,0.1286263014252501,0.509,0.2143771690420836,1.018,0.4287543380841672,PA,Butler County,standard,0.3054,0.12862630142525017,0.509,0.21437716904208362,1.018,0.42875433808416724
34035,1304.25,2025.0,55.4216,7,55.4216,1.662648,0.1274792409430707,2.77108,0.2124654015717845,5.54216,0.4249308031435691,NJ,Somerset County,standard,1.662648,0.12747924094307073,2.77108,0.21246540157178456,5.54216,0.4249308031435691
45053,41.103,2025.0,1.5,1,1.5,0.045,0.1094810597766586,0.075,0.1824684329610977,0.15,0.3649368659221954,SC,Jasper County,SC-FILOT,0.0225,0.054740529888329316,0.0375,0.09123421648054886,0.075,0.18246843296109772
29095,809.102,2025.0,28.985,6,28.985,0.86955,0.1074709987121524,1.44925,0.1791183311869208,2.8985,0.3582366623738416,MO,Jackson County,standard,0.86955,0.10747099871215249,1.44925,0.1791183311869208,2.8985,0.3582366623738416
36087,1288.704,2025.0,46.05,7,46.05,1.3815,0.1072007225864124,2.3025,0.178667870977354,4.605,0.357335741954708,NY,Rockland County,standard,1.3815,0.1072007225864124,2.3025,0.178667870977354,4.605,0.357335741954708
21015,140.225,2025.0,5.0,1,5.0,0.15,0.1069709395614191,0.25,0.1782848992690319,0.5,0.3565697985380638,KY,Boone County,KY-consolidated-with-PILOT,0.135,0.09627384560527724,0.225,0.16045640934212874,0.45,0.3209128186842575
18097,778.721,2025.0,26.56312,15,26.56312,0.7968936000000001,0.1023336470956864,1.328156,0.1705560784928106,2.656312,0.3411121569856212,IN,Marion County,standard,0.7968936000000001,0.1023336470956864,1.328156,0.17055607849281063,2.656312,0.34111215698562125
39023,117.805,2025.0,4.00566,1,4.00566,0.1201698,0.1020073850855226,0.200283,0.1700123084758711,0.400566,0.3400246169517422,OH,Clark County,OH-categorical-no-TPP,0.02403396,0.020401477017104534,0.0400566,0.03400246169517422,0.0801132,0.06800492339034844
37119,1552.201,2025.0,52.19115,32,52.19115,1.5657345,0.1008718909471131,2.6095575,0.1681198182451886,5.219115,0.3362396364903772,NC,Mecklenburg County,standard,1.5657345,0.10087189094711317,2.6095575,0.16811981824518862,5.219115,0.33623963649037725
48453,3329.58,2025.0,110.71415,26,110.71415,3.3214245,0.0997550591966554,5.5357075,0.1662584319944257,11.071415,0.3325168639888514,TX,Travis County,TX-Chapter-312-abatement,0.830356125,0.02493876479916386,1.383926875,0.04156460799860643,2.76785375,0.08312921599721286
39017,432.763,2025.0,13.285,5,13.285,0.39855,0.0920942871733489,0.66425,0.1534904786222482,1.3285,0.3069809572444964,OH,Butler County,OH-categorical-no-TPP,0.07971,0.018418857434669787,0.13285,0.030698095724449644,0.2657,0.06139619144889929
41017,321.596,2025.0,9.15,3,9.15,0.2745,0.0853555392480006,0.4575,0.142259232080001,0.915,0.284518464160002,OR,Deschutes County,standard,0.2745,0.0853555392480006,0.4575,0.142259232080001,0.915,0.284518464160002
39061,1338.969,2025.0,36.573,8,37.70099999999999,1.09719,0.0819428978564851,1.82865,0.1365714964274751,3.6573,0.2731429928549503,OH,Hamilton County,OH-categorical-no-TPP,0.21943800000000002,0.01638857957129702,0.36573000000000006,0.027314299285495038,0.7314600000000001,0.054628598570990075
27139,212.247,2025.0,5.6419999999999995,2,5.6419999999999995,0.1692599999999999,0.0797467102008508,0.2821,0.1329111836680848,0.5642,0.2658223673361696,MN,Scott County,standard,0.1692599999999999,0.07974671020085085,0.2821,0.13291118366808483,0.5642,0.26582236733616965
19019,25.564,2025.0,0.6666667,1,0.6666667,0.0200000009999999,0.078235021905805,0.033333335,0.1303917031763417,0.06666667,0.2607834063526834,IA,Buchanan County,standard,0.0200000009999999,0.07823502190580466,0.033333335,0.13039170317634172,0.06666667,0.26078340635268343
18089,578.3389999999999,2025.0,15.0,3,15.0,0.45,0.0778090358768819,0.75,0.1296817264614698,1.5,0.2593634529229396,IN,Lake County,standard,0.45,0.0778090358768819,0.75,0.12968172646146983,1.5,0.25936345292293966
27053,2244.504,2025.0,58.130914700000005,33,58.130914700000005,1.743927441,0.0776976757893949,2.9065457350000004,0.1294961263156581,5.813091470000001,0.2589922526313163,MN,Hennepin County,standard,1.743927441,0.0776976757893949,2.9065457350000004,0.12949612631565818,5.813091470000001,0.25899225263131637
24510,857.488,2025.0,21.282,11,21.282,0.63846,0.074457018640494,1.0641,0.1240950310674901,2.1282,0.2481900621349803,MD,Baltimore city,standard,0.63846,0.07445701864049409,1.0641,0.12409503106749016,2.1282,0.24819006213498032
48491,1319.364,2025.0,32.565,4,32.565,0.97695,0.0740470408469535,1.62825,0.1234117347449225,3.2565,0.246823469489845,TX,Williamson County,TX-Chapter-312-abatement,0.2442375,0.018511760211738382,0.4070625,0.030852933686230634,0.814125,0.06170586737246127
12031,975.173,2025.0,24.05,11,24.05,0.7215,0.0739868720729552,1.2025,0.1233114534549254,2.405,0.2466229069098508,FL,Duval County,standard,0.7215,0.07398687207295526,1.2025,0.12331145345492542,2.405,0.24662290690985084
06037,15707.625,2025.0,384.15437,78,384.15437,11.5246311,0.073369660276458,19.2077185,0.1222827671274301,38.415437,0.2445655342548602,CA,Los Angeles County,standard,11.5246311,0.0733696602764581,19.2077185,0.12228276712743014,38.415437,0.24456553425486027
12086,4513.609,2025.0,110.0770726,27,110.0770726,3.302312178,0.0731634525276779,5.50385363,0.1219390875461299,11.00770726,0.2438781750922598,FL,Miami-Dade County,standard,3.302312178,0.07316345252767796,5.50385363,0.12193908754612992,11.00770726,0.24387817509225984
08031,1250.4740000000002,2025.0,30.103,17,30.103,0.90309,0.0722198142464377,1.50515,0.1203663570773962,3.0103,0.2407327141547924,CO,Denver County,standard,0.90309,0.07221981424643774,1.50515,0.12036635707739622,3.0103,0.24073271415479244
29165,134.112,2025.0,3.1879999999999997,2,3.1879999999999997,0.0956399999999999,0.0713135289906943,0.1594,0.1188558816511572,0.3188,0.2377117633023144,MO,Platte County,standard,0.0956399999999999,0.07131352899069428,0.1594,0.11885588165115724,0.3188,0.23771176330231447
51683,75.857,2025.0,1.80015,2,1.80015,0.0540045,0.0711925069538737,0.0900075,0.1186541782564562,0.180015,0.2373083565129124,VA,Manassas city,VA-consolidated,0.0540045,0.07119250695387373,0.0900075,0.11865417825645623,0.180015,0.23730835651291246
53053,1051.826,2025.0,23.63138,4,23.63138,0.7089414,0.067401014996777,1.181569,0.1123350249946284,2.363138,0.2246700499892568,WA,Pierce County,standard,0.7089414,0.06740101499677704,1.181569,0.1123350249946284,2.363138,0.2246700499892568
34031,1480.337,2025.0,32.5801076,4,32.5801076,0.977403228,0.0660257244127519,1.62900538,0.1100428740212532,3.25801076,0.2200857480425065,NJ,Passaic County,standard,0.977403228,0.06602572441275197,1.62900538,0.11004287402125326,3.25801076,0.22008574804250652
12057,1458.858,2025.0,30.86976,21,30.86976,0.9260928,0.0634806677551893,1.543488,0.1058011129253155,3.086976,0.2116022258506311,FL,Hillsborough County,standard,0.9260928,0.06348066775518933,1.543488,0.10580111292531555,3.086976,0.2116022258506311
37183,1339.099,2025.0,27.8573955,17,27.8573955,0.835721865,0.0624092666038881,1.392869775,0.1040154443398135,2.7857395499999997,0.2080308886796271,NC,Wake County,standard,0.835721865,0.06240926660388814,1.392869775,0.10401544433981356,2.7857395499999997,0.2080308886796271
19163,289.269,2025.0,6.0,1,6.0,0.18,0.0622258174916773,0.3,0.1037096958194621,0.6,0.2074193916389243,IA,Scott County,standard,0.18,0.0622258174916773,0.3,0.10370969581946216,0.6,0.2074193916389243
42003,2159.345,2025.0,44.522018200000005,22,44.522018200000005,1.3356605460000002,0.0618548933125554,2.22610091,0.103091488854259,4.45220182,0.2061829777085181,PA,Allegheny County,standard,1.3356605460000002,0.06185489331255545,2.22610091,0.10309148885425906,4.45220182,0.20618297770851812
06007,212.485,2025.0,4.37676,1,4.37676,0.1313028,0.0617939148645786,0.218838,0.1029898581076311,0.437676,0.2059797162152622,CA,Butte County,standard,0.1313028,0.06179391486457867,0.218838,0.10298985810763113,0.437676,0.20597971621526226
25025,2298.405,2025.0,47.218,10,54.582,1.41654,0.061631435713027,2.3609,0.1027190595217117,4.7218,0.2054381190434235,MA,Suffolk County,standard,1.41654,0.06163143571302707,2.3609,0.10271905952171179,4.7218,0.20543811904342357
48201,10721.714,2025.0,217.06803,33,217.06803,6.5120409,0.0607369390752262,10.8534015,0.1012282317920437,21.706803,0.2024564635840874,TX,Harris County,TX-Chapter-312-abatement,1.628010225,0.015184234768806553,2.713350375,0.025307057948010924,5.42670075,0.05061411589602185
06075,2770.55,2025.0,55.18877,7,72.36662,1.6556631,0.0597593654689502,2.7594385,0.0995989424482503,5.518877,0.1991978848965006,CA,San Francisco County,standard,1.6556631,0.0597593654689502,2.7594385,0.09959894244825034,5.518877,0.19919788489650067
06001,3205.589,2025.0,63.788799999999995,12,64.5388,1.913664,0.0596977341761529,3.1894399999999994,0.0994962236269215,6.378879999999999,0.1989924472538431,CA,Alameda County,standard,1.913664,0.05969773417615296,3.1894399999999994,0.09949622362692159,6.378879999999999,0.19899244725384319
39035,2231.745,2025.0,44.2356,17,46.4856,1.327068,0.0594632451288117,2.21178,0.0991054085480196,4.42356,0.1982108170960392,OH,Cuyahoga County,OH-categorical-no-TPP,0.26541359999999997,0.01189264902576235,0.442356,0.01982108170960392,0.884712,0.03964216341920784
37067,397.931,2025.0,7.7,4,7.7,0.231,0.0580502649956902,0.385,0.0967504416594836,0.77,0.1935008833189673,NC,Forsyth County,standard,0.231,0.058050264995690215,0.385,0.09675044165948368,0.77,0.19350088331896736
40109,638.602,2025.0,12.23516,7,12.53516,0.3670548,0.0574778657129166,0.611758,0.0957964428548611,1.223516,0.1915928857097222,OK,Oklahoma County,standard,0.3670548,0.05747786571291666,0.611758,0.0957964428548611,1.223516,0.1915928857097222
13067,844.864,2025.0,15.778,7,15.778,0.47334,0.0560255851829406,0.7889,0.0933759753049011,1.5778,0.1867519506098023,GA,Cobb County,GA-IDA-leasehold,0.094668,0.011205117036588138,0.15778000000000003,0.01867519506098023,0.31556000000000006,0.03735039012196046
25017,4468.568,2025.0,80.584,21,80.60900000000001,2.41752,0.0541005530183271,4.0292,0.0901675883638785,8.0584,0.1803351767277571,MA,Middlesex County,standard,2.41752,0.05410055301832712,4.0292,0.09016758836387855,8.0584,0.1803351767277571
21111,715.378,2025.0,12.86724,11,18.26724,0.3860172,0.0539598925323395,0.643362,0.0899331542205659,1.286724,0.1798663084411318,KY,Jefferson County,KY-consolidated-with-PILOT,0.34741548,0.04856390327910559,0.5790258,0.08093983879850931,1.1580516,0.16187967759701863
